year,country,origin,rsd_type,pending_sy,psy_unhcr,applied,convention_status,nonconvention_status,rejected,otherwise_closed,total_decisions,pending_ey,pey_unhcr
2004,Spain,"Syrian Arab Rep.","G / FI",0,0,39,0,6,1,13,20,0,0
2004,Finland,"Syrian Arab Rep.","G / FA",0,0,15,1,9,14,2,26,0,0
2004,France,"Syrian Arab Rep.","G / FI",0,0,52,12,0,40,0,52,0,0
2004,France,"Syrian Arab Rep.","G / RA",0,0,8,4,0,0,0,4,0,0
2004,"United Kingdom","Syrian Arab Rep.","G / FI",0,0,412,19,16,273,50,358,0,0
2004,Greece,"Syrian Arab Rep.","G / FI",12,12,44,0,0,26,2,28,28,3
2004,Hungary,"Syrian Arab Rep.","G / FI",5,0,10,1,6,3,1,11,4,0
2004,Hungary,"Syrian Arab Rep.","G / AR",7,0,4,0,0,4,0,4,0,0
2004,Ireland,"Syrian Arab Rep.","G / FI",13,0,18,4,0,7,4,15,16,0
2004,Ireland,"Syrian Arab Rep.","G / AR",3,0,6,2,0,5,0,7,2,0
2004,Iraq,"Syrian Arab Rep.","U / FI",597,0,5,0,0,0,0,,602,0
2004,Italy,"Syrian Arab Rep.","G / FA",0,0,7,9,0,2,0,11,0,0
2004,Jordan,"Syrian Arab Rep.","U / FI",68,0,34,11,0,9,5,25,77,0
2004,Kyrgyzstan,"Syrian Arab Rep.","G / FI",18,6,0,6,0,12,0,18,0,0
2004,Kyrgyzstan,"Syrian Arab Rep.","G / AR",0,0,2,0,0,0,0,,2,2
2004,Kuwait,"Syrian Arab Rep.","U / FI",0,0,4,0,0,0,0,,4,4
2004,Luxembourg,"Syrian Arab Rep.","G / FI",0,0,1,0,0,0,0,,0,0
2004,Morocco,"Syrian Arab Rep.","U / FI",1,0,0,0,0,0,0,,1,0
2004,"Rep. of Moldova","Syrian Arab Rep.","G / FI",12,12,7,0,0,0,2,2,17,17
2004,Mexico,"Syrian Arab Rep.","G / FI",1,0,0,0,0,1,0,1,0,0
2004,Malta,"Syrian Arab Rep.","G / FI",0,0,3,1,0,0,0,1,2,0
2004,Malaysia,"Syrian Arab Rep.","U / FA",1,0,2,0,0,0,1,1,2,2
2004,Netherlands,"Syrian Arab Rep.","G / FI",138,0,180,30,101,171,48,350,141,0
2004,Netherlands,"Syrian Arab Rep.","G / JR",601,0,0,0,0,0,0,,320,0
2004,Netherlands,"Syrian Arab Rep.","G / AR",101,0,0,37,28,55,33,153,88,0
2004,Norway,"Syrian Arab Rep.","G / FI",0,0,71,6,8,50,10,74,0,0
2004,Norway,"Syrian Arab Rep.","G / AR",0,0,0,0,23,55,0,78,0,0
2004,"New Zealand","Syrian Arab Rep.","G / FI",0,0,16,6,0,7,0,13,9,0
2004,"New Zealand","Syrian Arab Rep.","G / AR",4,0,7,1,0,1,0,2,7,0
2004,Oman,"Syrian Arab Rep.","U / FA",1,0,7,7,0,0,0,7,1,1
2004,Peru,"Syrian Arab Rep.","G / FI",2,0,0,0,0,0,0,,2,0
2004,Poland,"Syrian Arab Rep.","G / FI",3,0,7,0,0,4,1,5,5,0
2004,Poland,"Syrian Arab Rep.","G / AR",0,0,1,0,0,1,0,1,0,0
2004,Qatar,"Syrian Arab Rep.","U / FA",1,0,2,0,0,0,0,,3,0
2004,Romania,"Syrian Arab Rep.","G / FA",0,0,27,2,4,16,0,22,5,5
2004,"Saudi Arabia","Syrian Arab Rep.","U / FA",0,0,5,5,0,0,0,5,0,0
2004,Slovakia,"Syrian Arab Rep.","G / FI",43,0,47,0,0,17,57,74,16,16
2004,Sweden,"Syrian Arab Rep.","G / FI",372,0,411,5,16,523,50,594,174,0
2004,Sweden,"Syrian Arab Rep.","G / AR",514,0,0,32,56,479,26,593,432,0
2004,Thailand,"Syrian Arab Rep.","U / FA",0,0,2,0,0,1,1,2,0,0
2004,Turkey,"Syrian Arab Rep.","U / FI",5,5,16,5,0,2,0,7,14,14
2004,Ukraine,"Syrian Arab Rep.","G / FI",16,10,38,3,0,5,14,22,32,9
2004,Ukraine,"Syrian Arab Rep.","G / AR",8,8,10,0,0,1,6,7,11,9
2004,Ukraine,"Syrian Arab Rep.","U / FI",0,0,7,1,0,6,0,7,0,0
2004,"United States of America","Syrian Arab Rep.","G / EO",177,0,66,10,0,50,48,108,175,0
2004,"United States of America","Syrian Arab Rep.","G / IN",35,0,33,13,0,23,3,39,32,0
2004,Uzbekistan,"Syrian Arab Rep.","U / FA",1,1,7,0,0,0,0,,8,8
2004,Yemen,"Syrian Arab Rep.","U / FI",67,67,7,11,0,0,20,31,43,43
2005,Yemen,"Syrian Arab Rep.","U / FI",43,43,9,0,0,0,19,19,33,33
2005,Uzbekistan,"Syrian Arab Rep.","U / FA",8,8,4,0,0,1,3,4,8,8
2005,"United States of America","Syrian Arab Rep.","G / IN",31,0,22,6,0,17,6,29,28,0
2005,"United States of America","Syrian Arab Rep.","G / EO",181,0,37,11,0,43,52,106,145,0
2005,Ukraine,"Syrian Arab Rep.","G / JR",11,9,11,0,0,6,6,12,10,7
2005,Ukraine,"Syrian Arab Rep.","G / FI",32,9,25,1,0,13,12,26,31,0
2005,Turkey,"Syrian Arab Rep.","U / FI",14,14,10,12,0,3,2,17,7,7
2005,Turkmenistan,"Syrian Arab Rep.","U / FA",1,1,0,0,0,1,0,1,0,0
2005,Thailand,"Syrian Arab Rep.","U / RA",0,0,1,1,0,0,0,1,0,0
2005,Thailand,"Syrian Arab Rep.","U / FI",0,0,2,0,0,0,1,1,1,0
2005,Sweden,"Syrian Arab Rep.","G / FI",174,0,392,5,34,251,43,333,237,0
2005,Sweden,"Syrian Arab Rep.","G / AR",432,0,0,15,77,934,17,1043,130,0
2005,Slovenia,"Syrian Arab Rep.","G / FI",0,0,2,0,0,1,1,2,0,0
2005,Slovakia,"Syrian Arab Rep.","G / FI",16,16,24,0,0,14,16,30,10,10
2005,"United Arab Emirates","Syrian Arab Rep.","U / FI",25,0,30,0,0,0,0,,55,0
2005,Australia,"Syrian Arab Rep.","G / AR",2,0,6,3,0,3,0,6,2,0
2005,Australia,"Syrian Arab Rep.","G / FI",0,0,7,1,0,5,1,7,1,0
2005,Austria,"Syrian Arab Rep.","G / FA",0,0,77,53,3,15,25,96,0,0
2005,Azerbaijan,"Syrian Arab Rep.","G / FI",0,0,5,0,0,3,1,4,1,1
2005,Azerbaijan,"Syrian Arab Rep.","G / AR",0,0,2,0,0,2,0,2,0,0
2005,Azerbaijan,"Syrian Arab Rep.","G / JR",0,0,1,0,0,0,0,,1,1
2005,Azerbaijan,"Syrian Arab Rep.","U / FI",0,0,2,0,0,0,2,2,0,0
2005,Belgium,"Syrian Arab Rep.","G / FI",185,0,228,26,0,73,37,136,138,0
2005,Belgium,"Syrian Arab Rep.","G / AR",253,0,75,0,0,41,16,57,271,0
2005,Bulgaria,"Syrian Arab Rep.","G / FI",3,0,15,0,4,9,5,18,0,0
2005,"Bosnia and Herzegovina","Syrian Arab Rep.","U / FA",1,1,0,0,0,1,0,1,0,0
2005,Belarus,"Syrian Arab Rep.","G / FI",3,0,1,0,0,3,0,3,1,0
2005,Brazil,"Syrian Arab Rep.","G / FA",1,1,0,0,0,0,1,1,0,0
2005,Canada,"Syrian Arab Rep.","G / FI",95,0,61,49,0,36,7,92,64,0
2005,Switzerland,"Syrian Arab Rep.","G / FI",106,0,116,23,140,112,60,335,91,0
2005,Cyprus,"Syrian Arab Rep.","G / FI",517,0,1188,4,15,65,121,205,1500,0
2005,Cyprus,"Syrian Arab Rep.","G / AR",15,0,25,0,0,4,1,5,35,0
2005,Cyprus,"Syrian Arab Rep.","U / FA",0,0,14,0,0,0,14,14,0,0
2005,"Czech Rep.","Syrian Arab Rep.","G / FI",0,0,22,0,0,10,0,10,12,12
2005,Germany,"Syrian Arab Rep.","G / JR",2919,0,0,0,0,0,0,,2449,0
2005,Germany,"Syrian Arab Rep.","G / NA",359,0,933,77,2,751,121,951,344,0
2005,Germany,"Syrian Arab Rep.","G / RA",116,0,433,136,8,17,296,457,95,0
2005,Denmark,"Syrian Arab Rep.","G / FI",13,0,46,21,0,20,0,41,7,0
2005,Denmark,"Syrian Arab Rep.","G / AR",5,0,0,5,1,14,0,20,5,0
2005,Algeria,"Syrian Arab Rep.","G / FI",1,0,0,0,0,0,1,1,0,0
2005,Ecuador,"Syrian Arab Rep.","J / FI",2,2,0,1,0,1,0,2,0,0
2005,Egypt,"Syrian Arab Rep.","U / FA",3,0,1,1,0,1,2,4,0,0
2005,Spain,"Syrian Arab Rep.","G / FA",0,0,35,0,0,0,7,7,0,0
2005,Finland,"Syrian Arab Rep.","G / FA",0,0,11,0,0,2,8,10,0,0
2005,France,"Syrian Arab Rep.","G / FI",0,0,33,7,0,33,0,40,0,0
2005,France,"Syrian Arab Rep.","G / RA",0,0,3,10,0,0,0,10,0,0
2005,"United Kingdom","Syrian Arab Rep.","G / FI",0,0,388,15,29,324,64,432,0,0
2005,"United Kingdom","Syrian Arab Rep.","G / AR",0,0,0,120,0,255,15,390,0,0
2005,Greece,"Syrian Arab Rep.","G / FI",28,3,57,0,0,38,18,56,29,8
2005,Hungary,"Syrian Arab Rep.","G / FI",4,0,18,1,2,7,7,17,5,0
2005,Hungary,"Syrian Arab Rep.","G / AR",0,0,7,0,1,6,1,8,0,0
2005,Ireland,"Syrian Arab Rep.","G / FI",18,0,22,4,0,14,8,26,0,0
2005,Iraq,"Syrian Arab Rep.","U / FI",602,602,172,0,0,0,0,,774,0
2005,Israel,"Syrian Arab Rep.","G / FA",3,0,0,1,0,0,0,1,2,0
2005,Italy,"Syrian Arab Rep.","G / FA",0,0,3,8,4,2,0,14,0,0
2005,Jordan,"Syrian Arab Rep.","U / FI",55,0,31,9,0,2,10,21,65,0
2005,Kyrgyzstan,"Syrian Arab Rep.","G / FI",0,0,6,0,0,1,0,1,5,5
2005,Kyrgyzstan,"Syrian Arab Rep.","G / AR",2,2,0,0,0,2,0,2,0,0
2005,Kyrgyzstan,"Syrian Arab Rep.","U / FI",0,0,11,0,0,0,0,,11,11
2005,Kuwait,"Syrian Arab Rep.","U / FA",4,4,3,0,0,0,0,,7,0
2005,"Rep. of Moldova","Syrian Arab Rep.","G / FA",17,17,11,7,1,1,2,11,17,17
2005,Malta,"Syrian Arab Rep.","G / FI",2,0,11,3,1,3,0,7,6,0
2005,Malaysia,"Syrian Arab Rep.","U / FA",2,2,6,0,0,1,6,7,1,1
2005,Netherlands,"Syrian Arab Rep.","G / FI",141,0,278,61,139,167,67,434,171,0
2005,Netherlands,"Syrian Arab Rep.","G / JR",320,0,0,0,0,0,0,,126,0
2005,Netherlands,"Syrian Arab Rep.","G / AR",88,0,0,0,32,24,100,156,39,0
2005,Norway,"Syrian Arab Rep.","G / FI",0,0,79,3,9,34,32,78,0,0
2005,Norway,"Syrian Arab Rep.","G / AR",0,0,0,0,5,71,0,76,0,0
2005,"New Zealand","Syrian Arab Rep.","G / FI",9,0,11,9,0,5,0,14,6,0
2005,"New Zealand","Syrian Arab Rep.","G / AR",7,0,5,3,0,4,0,7,4,0
2005,Oman,"Syrian Arab Rep.","U / FA",1,0,0,0,0,0,0,,1,1
2005,Peru,"Syrian Arab Rep.","G / FI",2,0,0,0,0,0,0,,2,0
2005,Poland,"Syrian Arab Rep.","G / FI",5,0,7,1,0,3,1,5,7,0
2005,Poland,"Syrian Arab Rep.","G / AR",0,0,2,0,0,0,1,1,0,0
2005,Qatar,"Syrian Arab Rep.","U / FA",3,0,0,0,0,0,1,1,2,0
2005,Romania,"Syrian Arab Rep.","G / FA",5,5,38,1,2,31,6,40,3,3
2005,"Russian Federation","Syrian Arab Rep.","G / FI",1,1,1,0,0,2,0,2,0,0
2005,"Saudi Arabia","Syrian Arab Rep.","U / FA",0,0,9,0,0,0,0,,9,0
2006,Yemen,"Syrian Arab Rep.","U / FA",33,33,6,0,0,0,1,1,38,38
2006,Uzbekistan,"Syrian Arab Rep.","U / FI",8,8,0,0,0,0,8,8,0,0
2006,"United States of America","Syrian Arab Rep.","G / IN",29,0,24,9,0,14,13,36,20,0
2006,"United States of America","Syrian Arab Rep.","G / EO",150,0,47,19,0,31,36,86,142,0
2006,Ukraine,"Syrian Arab Rep.","G / AR",10,7,18,1,0,1,0,2,26,11
2006,Ukraine,"Syrian Arab Rep.","G / FI",31,0,18,0,0,18,23,41,8,8
2006,Turkey,"Syrian Arab Rep.","U / AR",1,1,1,1,0,0,0,1,1,1
2006,Turkey,"Syrian Arab Rep.","U / FI",6,6,7,1,0,1,7,9,4,4
2006,Thailand,"Syrian Arab Rep.","U / FI",1,0,0,0,0,0,1,1,0,0
2006,"Syrian Arab Rep.","Syrian Arab Rep.","U / AR",1,0,1,0,0,0,0,,2,0
2006,"Syrian Arab Rep.","Syrian Arab Rep.","U / FI",0,0,3,2,0,0,0,2,1,0
2006,"Syrian Arab Rep.","Syrian Arab Rep.","U / RA",4,0,1,0,0,0,0,,5,0
2006,Sweden,"Syrian Arab Rep.","G / FI",237,0,433,22,31,121,82,256,462,0
2006,Slovakia,"Syrian Arab Rep.","G / FI",10,10,6,0,0,3,3,6,10,10
2006,"Saudi Arabia","Syrian Arab Rep.","U / FI",9,0,1,0,0,0,0,,10,0
2006,Romania,"Syrian Arab Rep.","G / FA",3,3,23,3,1,11,3,18,8,8
2006,Qatar,"Syrian Arab Rep.","U / FI",2,0,0,0,0,0,0,,2,0
2006,Poland,"Syrian Arab Rep.","G / AR",0,0,5,4,0,1,0,5,0,0
2006,Poland,"Syrian Arab Rep.","G / FI",7,0,3,0,1,5,2,8,2,0
2006,Peru,"Syrian Arab Rep.","G / FI",2,0,0,0,0,0,2,2,0,0
2006,Oman,"Syrian Arab Rep.","U / FI",1,0,0,0,0,0,0,,1,0
2006,"New Zealand","Syrian Arab Rep.","G / FI",6,0,1,0,0,6,0,6,1,0
2006,"New Zealand","Syrian Arab Rep.","G / AR",5,0,7,2,0,9,0,11,1,0
2006,Norway,"Syrian Arab Rep.","G / FI",48,0,49,0,3,27,30,60,38,0
2006,Norway,"Syrian Arab Rep.","G / AR",0,0,105,0,6,67,1,74,44,0
2006,Netherlands,"Syrian Arab Rep.","G / JR",126,0,0,0,0,0,0,,147,0
2006,Netherlands,"Syrian Arab Rep.","G / AR",39,0,0,0,64,22,42,128,9,0
2006,Netherlands,"Syrian Arab Rep.","G / FI",171,0,293,16,32,169,25,242,206,0
2006,Nigeria,"Syrian Arab Rep.","G / FI",0,0,1,0,0,0,0,,1,1
2006,Malaysia,"Syrian Arab Rep.","U / FA",1,1,0,0,0,0,0,,1,1
2006,Malta,"Syrian Arab Rep.","G / FI",6,0,4,4,0,6,0,10,0,0
2006,Mexico,"Syrian Arab Rep.","G / FI",0,0,1,0,0,0,0,,1,0
2006,"Rep. of Moldova","Syrian Arab Rep.","G / FA",17,17,2,1,8,3,5,17,2,2
2006,Lithuania,"Syrian Arab Rep.","G / FI",0,0,1,0,0,0,0,,1,0
2006,Libya,"Syrian Arab Rep.","U / FA",0,0,8,0,0,0,0,,8,2
2006,Lebanon,"Syrian Arab Rep.","U / AR",3,0,9,0,0,12,0,12,0,0
2006,Lebanon,"Syrian Arab Rep.","U / FI",8,0,26,9,2,4,1,16,18,0
2006,Kuwait,"Syrian Arab Rep.","U / FI",7,7,1,0,0,0,7,7,1,1
2006,Kyrgyzstan,"Syrian Arab Rep.","U / FA",11,11,0,0,0,0,0,,11,11
2006,Kyrgyzstan,"Syrian Arab Rep.","G / FA",5,5,4,0,0,5,1,6,3,3
2006,Jordan,"Syrian Arab Rep.","U / FI",65,0,36,15,0,9,20,44,57,0
2006,Italy,"Syrian Arab Rep.","G / FA",0,0,15,11,4,13,0,28,0,0
2006,Israel,"Syrian Arab Rep.","J / FA",2,2,0,0,0,0,0,,2,2
2006,Iraq,"Syrian Arab Rep.","U / FI",774,774,220,0,0,0,83,83,911,911
2006,"Iran (Islamic Rep. of)","Syrian Arab Rep.","U / FI",0,0,1,0,0,0,0,,1,1
2006,Ireland,"Syrian Arab Rep.","G / AR",6,0,14,0,0,10,0,10,10,0
2006,Ireland,"Syrian Arab Rep.","G / FI",0,0,25,2,0,12,4,18,2,0
2006,India,"Syrian Arab Rep.","U / FI",0,0,6,0,0,0,0,,6,6
2006,Hungary,"Syrian Arab Rep.","G / FI",5,0,32,2,0,16,5,23,14,0
2006,Croatia,"Syrian Arab Rep.","G / FI",0,0,1,0,0,0,1,1,0,0
2006,Greece,"Syrian Arab Rep.","G / FA",29,8,143,1,0,134,26,161,11,11
2006,"United Kingdom","Syrian Arab Rep.","G / AR",0,0,0,35,0,120,5,160,0,0
2006,"United Kingdom","Syrian Arab Rep.","G / FI",0,0,183,25,16,131,30,202,0,0
2006,France,"Syrian Arab Rep.","G / RA",0,0,3,5,0,0,0,5,0,0
2006,France,"Syrian Arab Rep.","G / FI",0,0,21,4,0,22,0,26,0,0
2006,Finland,"Syrian Arab Rep.","G / FI",6,0,17,0,3,7,1,11,12,0
2006,Spain,"Syrian Arab Rep.","G / FI",0,0,15,0,0,3,9,12,0,0
2006,Egypt,"Syrian Arab Rep.","U / AR",1,0,0,1,0,0,0,1,0,0
2006,Egypt,"Syrian Arab Rep.","U / FI",0,0,10,1,0,0,0,1,9,0
2006,Denmark,"Syrian Arab Rep.","G / AR",5,0,0,9,1,2,0,12,4,0
2006,Denmark,"Syrian Arab Rep.","G / FI",7,0,55,21,0,5,1,27,7,0
2006,Germany,"Syrian Arab Rep.","G / RA",95,0,221,38,6,14,181,239,78,0
2006,Germany,"Syrian Arab Rep.","G / NA",344,0,609,69,3,568,110,750,201,0
2006,Germany,"Syrian Arab Rep.","G / JR",2449,0,0,0,0,0,0,,1838,0
2006,"Czech Rep.","Syrian Arab Rep.","G / AR",8,8,10,1,0,0,0,1,17,17
2006,"Czech Rep.","Syrian Arab Rep.","G / FI",12,12,20,3,0,7,8,18,14,14
2006,Cyprus,"Syrian Arab Rep.","G / AR",35,0,123,0,0,52,8,60,98,0
2006,Cyprus,"Syrian Arab Rep.","G / FI",1500,0,1255,3,5,127,257,392,2363,0
2006,Switzerland,"Syrian Arab Rep.","G / FI",91,0,161,42,104,105,47,298,117,0
2006,Canada,"Syrian Arab Rep.","G / FI",64,0,40,42,0,12,9,63,41,0
2006,Brazil,"Syrian Arab Rep.","G / FI",1,1,1,0,0,1,0,1,1,1
2006,Belarus,"Syrian Arab Rep.","G / FI",1,0,0,0,0,1,0,1,0,0
2006,Bulgaria,"Syrian Arab Rep.","G / FI",0,0,10,1,0,4,5,10,0,0
2006,Belgium,"Syrian Arab Rep.","G / FI",138,0,167,5,0,57,14,76,0,0
2006,Belgium,"Syrian Arab Rep.","G / AR",271,0,54,5,0,67,100,172,153,0
2006,Azerbaijan,"Syrian Arab Rep.","G / AR",0,0,1,0,0,1,0,1,0,0
2006,Azerbaijan,"Syrian Arab Rep.","G / JR",1,1,1,0,0,1,1,2,0,0
2006,Azerbaijan,"Syrian Arab Rep.","G / FI",1,1,5,0,0,6,0,6,0,0
2006,Austria,"Syrian Arab Rep.","G / FA",0,0,88,47,2,20,22,91,290,0
2006,Australia,"Syrian Arab Rep.","G / FI",1,0,7,1,0,1,1,3,6,0
2006,Australia,"Syrian Arab Rep.","G / AR",0,0,9,1,0,8,0,9,2,0
2006,Armenia,"Syrian Arab Rep.","G / FI",0,0,8,0,0,4,2,6,2,2
2006,"United Arab Emirates","Syrian Arab Rep.","U / FA",55,0,24,69,0,0,0,69,10,0
2007,Yemen,"Syrian Arab Rep.","U / FA",38,38,3,0,0,0,0,,41,41
2007,"United States of America","Syrian Arab Rep.","G / IN",20,0,29,10,0,21,1,32,18,0
2007,"United States of America","Syrian Arab Rep.","G / EO",64,0,23,10,0,8,14,32,60,0
2007,Ukraine,"Syrian Arab Rep.","G / FI",8,8,16,1,0,0,1,2,24,8
2007,Ukraine,"Syrian Arab Rep.","G / AR",26,11,0,2,0,9,10,21,5,5
2007,Turkey,"Syrian Arab Rep.","U / FI",4,4,21,1,0,3,4,8,17,17
2007,Turkey,"Syrian Arab Rep.","U / AR",1,1,4,0,0,0,3,3,2,2
2007,"Syrian Arab Rep.","Syrian Arab Rep.","U / RA",1,0,0,0,0,0,1,1,0,0
2007,"Syrian Arab Rep.","Syrian Arab Rep.","U / FI",3,0,0,0,0,0,3,3,0,0
2007,"Syrian Arab Rep.","Syrian Arab Rep.","U / AR",4,0,0,0,0,0,4,4,0,0
2007,Sweden,"Syrian Arab Rep.","G / FI",462,0,440,36,71,353,121,581,381,0
2007,Sweden,"Syrian Arab Rep.","G / AR",63,0,0,9,8,133,10,160,163,0
2007,Slovakia,"Syrian Arab Rep.","G / FI",0,0,38,2,11,8,22,43,1,0
2007,"Saudi Arabia","Syrian Arab Rep.","U / FI",10,0,0,0,0,0,0,,10,0
2007,Romania,"Syrian Arab Rep.","G / FA",8,8,10,1,0,14,0,15,3,2
2007,Qatar,"Syrian Arab Rep.","U / FI",2,0,0,0,0,0,0,,2,0
2007,Poland,"Syrian Arab Rep.","G / AR",0,0,5,0,0,1,0,1,0,0
2007,Poland,"Syrian Arab Rep.","G / FI",3,0,6,0,0,5,0,5,4,0
2007,Oman,"Syrian Arab Rep.","U / FI",1,0,0,0,0,0,0,,1,0
2007,"New Zealand","Syrian Arab Rep.","G / FI",1,0,1,0,0,1,0,1,1,0
2007,"New Zealand","Syrian Arab Rep.","G / AR",1,0,2,1,0,0,0,1,2,0
2007,Norway,"Syrian Arab Rep.","G / FI",37,0,49,14,2,13,12,41,42,0
2007,Norway,"Syrian Arab Rep.","G / AR",44,0,33,0,24,28,17,69,44,0
2007,Netherlands,"Syrian Arab Rep.","G / FI",0,0,36,6,20,57,164,247,0,0
2007,Netherlands,"Syrian Arab Rep.","G / AR",0,0,0,4,2,13,11,30,0,0
2007,Nigeria,"Syrian Arab Rep.","G / FI",1,1,0,0,0,1,0,1,0,0
2007,Malaysia,"Syrian Arab Rep.","U / FI",1,1,3,3,0,0,0,3,1,1
2007,Malta,"Syrian Arab Rep.","G / FI",0,0,1,0,0,1,0,1,0,0
2007,Malta,"Syrian Arab Rep.","G / AR",0,0,1,0,0,1,0,1,0,0
2007,"Rep. of Moldova","Syrian Arab Rep.","G / FA",2,2,4,0,0,2,1,3,3,3
2007,Lithuania,"Syrian Arab Rep.","G / FI",1,0,0,0,1,0,0,1,0,0
2007,Libya,"Syrian Arab Rep.","U / FA",8,2,2,0,0,1,0,1,9,0
2007,Lebanon,"Syrian Arab Rep.","U / FI",18,0,81,18,5,34,3,60,39,0
2007,Lebanon,"Syrian Arab Rep.","U / AR",0,0,17,8,0,6,0,14,3,0
2007,Kuwait,"Syrian Arab Rep.","U / FI",1,1,8,0,0,0,0,,9,9
2007,Kyrgyzstan,"Syrian Arab Rep.","U / FA",11,11,3,0,0,0,0,,14,14
2007,Kyrgyzstan,"Syrian Arab Rep.","G / FA",3,3,3,4,0,2,0,6,0,0
2007,Jordan,"Syrian Arab Rep.","U / FA",57,57,32,5,0,7,17,29,60,60
2007,Italy,"Syrian Arab Rep.","G / FI",0,0,27,13,11,3,0,27,0,0
2007,Italy,"Syrian Arab Rep.","G / BL",0,0,0,1,1,1,1,4,0,0
2007,Israel,"Syrian Arab Rep.","J / FA",2,2,0,0,0,0,0,,2,2
2007,Iceland,"Syrian Arab Rep.","G / FI",0,0,5,0,0,0,4,4,1,0
2007,Iraq,"Syrian Arab Rep.","U / FI",911,911,65,0,0,0,0,,976,976
2007,"Iran (Islamic Rep. of)","Syrian Arab Rep.","U / FI",1,1,0,0,0,0,1,1,0,0
2007,Ireland,"Syrian Arab Rep.","G / FI",2,0,9,0,0,5,6,11,0,0
2007,Ireland,"Syrian Arab Rep.","G / AR",10,0,6,2,0,1,0,3,13,0
2007,India,"Syrian Arab Rep.","U / FI",6,6,0,4,0,0,0,4,2,2
2007,Hungary,"Syrian Arab Rep.","G / FI",14,14,48,0,1,30,5,36,26,26
2007,Greece,"Syrian Arab Rep.","G / FI",11,11,1311,0,0,927,3,930,392,0
2007,"United Kingdom","Syrian Arab Rep.","G / FI",0,0,185,31,12,113,32,188,0,0
2007,"United Kingdom","Syrian Arab Rep.","G / AR",0,0,0,35,0,85,5,125,0,0
2007,France,"Syrian Arab Rep.","G / RA",0,0,3,6,3,0,0,9,0,0
2007,France,"Syrian Arab Rep.","G / FI",0,0,45,3,0,19,0,22,0,0
2007,Finland,"Syrian Arab Rep.","G / FI",12,0,8,0,6,5,5,16,5,0
2007,Spain,"Syrian Arab Rep.","G / FA",0,0,31,1,0,33,0,34,0,0
2007,Egypt,"Syrian Arab Rep.","U / FI",9,0,5,0,0,1,0,1,13,0
2007,Egypt,"Syrian Arab Rep.","U / AR",0,0,2,0,0,0,0,,2,0
2007,Ecuador,"Syrian Arab Rep.","G / FA",0,0,2,0,0,0,0,,2,2
2007,Algeria,"Syrian Arab Rep.","U / FI",0,0,1,0,0,0,0,,1,0
2007,Denmark,"Syrian Arab Rep.","G / FI",7,0,71,13,8,9,0,30,38,0
2007,Denmark,"Syrian Arab Rep.","G / AR",4,0,0,2,1,5,0,8,5,0
2007,Germany,"Syrian Arab Rep.","G / RA",78,0,201,35,13,12,126,186,100,0
2007,Germany,"Syrian Arab Rep.","G / NA",201,0,634,63,2,409,89,563,279,0
2007,Germany,"Syrian Arab Rep.","G / JR",1559,0,0,0,0,0,0,,1035,0
2007,"Czech Rep.","Syrian Arab Rep.","G / FI",15,15,31,1,3,10,23,37,11,11
2007,"Czech Rep.","Syrian Arab Rep.","G / AR",9,9,7,3,0,4,2,9,7,7
2007,Cyprus,"Syrian Arab Rep.","U / FI",0,0,1,0,0,0,1,1,0,0
2007,Cyprus,"Syrian Arab Rep.","G / FI",2363,0,1752,0,1,761,1517,2279,1836,0
2007,Cyprus,"Syrian Arab Rep.","G / AR",98,0,552,0,14,168,42,224,426,0
2007,Switzerland,"Syrian Arab Rep.","G / FI",117,0,290,22,79,87,19,207,299,0
2007,Canada,"Syrian Arab Rep.","G / FA",43,0,67,5,0,7,10,22,88,0
2007,Brazil,"Syrian Arab Rep.","G / FI",1,1,1,0,0,1,0,1,1,1
2007,Belarus,"Syrian Arab Rep.","G / FI",0,0,1,0,0,1,0,1,0,0
2007,"Bosnia and Herzegovina","Syrian Arab Rep.","G / FA",0,0,1,0,0,0,0,,1,1
2007,Bulgaria,"Syrian Arab Rep.","G / FA",0,0,15,4,2,7,2,15,0,0
2007,Belgium,"Syrian Arab Rep.","G / FI",0,0,199,66,0,258,28,352,0,0
2007,Austria,"Syrian Arab Rep.","G / FA",290,0,166,86,5,18,24,133,326,0
2007,Australia,"Syrian Arab Rep.","G / FI",6,0,10,0,0,8,0,8,2,0
2007,Australia,"Syrian Arab Rep.","G / AR",3,0,8,2,0,8,0,10,0,0
2007,Armenia,"Syrian Arab Rep.","G / FI",2,2,0,0,0,0,0,,2,2
2007,"United Arab Emirates","Syrian Arab Rep.","U / FA",10,0,8,0,0,0,0,,18,0
2008,Yemen,"Syrian Arab Rep.","U / FA",41,41,6,0,0,2,1,3,44,44
2008,"United States of America","Syrian Arab Rep.","G / IN",20,0,33,17,0,21,7,45,12,0
2008,"United States of America","Syrian Arab Rep.","G / EO",61,0,42,7,0,8,12,27,60,0
2008,Ukraine,"Syrian Arab Rep.","G / FI",24,8,29,3,0,18,5,26,28,5
2008,Ukraine,"Syrian Arab Rep.","G / AR",5,5,18,0,0,3,1,4,19,4
2008,Turkey,"Syrian Arab Rep.","U / FI",17,17,20,6,0,11,2,19,18,18
2008,Turkey,"Syrian Arab Rep.","U / AR",2,2,4,1,0,1,1,3,3,3
2008,Thailand,"Syrian Arab Rep.","U / RA",0,0,1,0,0,0,1,1,0,0
2008,Thailand,"Syrian Arab Rep.","U / FI",0,0,1,0,0,0,0,,1,1
